Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2024-12-14 18:03:39,dwi handayani,1,"asli ada 30 kali kayaknya instal uninstal gara2 lemott,",asli ada  kali kayaknya instal uninstal gara lemott,asli ada  kali kayaknya instal uninstal gara lemott,asli ada kali kayaknya instal uninstal gara lemott,"['asli', 'ada', 'kali', 'kayaknya', 'instal', 'uninstal', 'gara', 'lemott']","['asli', 'kali', 'kayaknya', 'instal', 'uninstal', 'gara', 'lemott']",asli kali kayak instal uninstal gara lemott,Negative
2024-12-14 18:03:34,ilyas Riyandi,5,Bagus dan besa belanja,Bagus dan besa belanja,bagus dan besa belanja,bagus dan besa belanja,"['bagus', 'dan', 'besa', 'belanja']","['bagus', 'besa', 'belanja']",bagus besa belanja,Positif
2024-12-14 18:01:44,2C_060_Nadila Vega Liana,2,"sering keluar sendiri, sama sering gabisa dibuka, cuma stuck di logo aja",sering keluar sendiri sama sering gabisa dibuka cuma stuck di logo aja,sering keluar sendiri sama sering gabisa dibuka cuma stuck di logo aja,sering keluar sendiri sama sering dibuka cuma stuck di logo saja,"['sering', 'keluar', 'sendiri', 'sama', 'sering', 'dibuka', 'cuma', 'stuck', 'di', 'logo', 'saja']","['dibuka', 'stuck', 'logo']",buka stuck logo,Negative
2024-12-14 18:01:37,As Nawi,2,Kasih solusi untuk peripikasi akun yg lupa id Sandi soal nya saya ingin kembali akun tiktok @asnawi053 tolong,Kasih solusi untuk peripikasi akun yg lupa id Sandi soal nya saya ingin kembali akun tiktok asnawi tolong,kasih solusi untuk peripikasi akun yg lupa id sandi soal nya saya ingin kembali akun tiktok asnawi tolong,kasih solusi untuk peripikasi akun yang lupa id sandi soal ya saya ingin kembali akun tiktok asnawi tolong,"['kasih', 'solusi', 'untuk', 'peripikasi', 'akun', 'yang', 'lupa', 'id', 'sandi', 'soal', 'ya', 'saya', 'ingin', 'kembali', 'akun', 'tiktok', 'asnawi', 'tolong']","['kasih', 'solusi', 'peripikasi', 'akun', 'lupa', 'id', 'sandi', 'ya', 'akun', 'tiktok', 'asnawi', 'tolong']",kasih solusi peripikasi akun lupa id sandi ya akun tiktok asnawi tolong,Positif
2024-12-14 17:59:41,Bima Agha aditya,5,Semoga gak ngeleg,Semoga gak ngeleg,semoga gak ngeleg,semoga tidak ngeleg,"['semoga', 'tidak', 'ngeleg']","['semoga', 'ngeleg']",moga ngeleg,Positif
2024-12-14 17:58:05,Rizki Fuji,1,"jelek bet anjirr,sering nge bug, dan klo buka aplikasi lama bngtt ke bukanya sampe lelet HP nya jadi susah buat buka aplikasi lainnya.",jelek bet anjirrsering nge bug dan klo buka aplikasi lama bngtt ke bukanya sampe lelet HP nya jadi susah buat buka aplikasi lainnya,jelek bet anjirrsering nge bug dan klo buka aplikasi lama bngtt ke bukanya sampe lelet hp nya jadi susah buat buka aplikasi lainnya,jelek banget anjirrsering nge bug dan kalau buka aplikasi lama banget ke bukanya sampai lelet hp ya jadi susah buat buka aplikasi lainnya,"['jelek', 'banget', 'anjirrsering', 'nge', 'bug', 'dan', 'kalau', 'buka', 'aplikasi', 'lama', 'banget', 'ke', 'bukanya', 'sampai', 'lelet', 'hp', 'ya', 'jadi', 'susah', 'buat', 'buka', 'aplikasi', 'lainnya']","['jelek', 'banget', 'anjirrsering', 'nge', 'bug', 'buka', 'aplikasi', 'banget', 'bukanya', 'lelet', 'hp', 'ya', 'susah', 'buka', 'aplikasi']",jelek banget anjirrsering nge bug buka aplikasi banget buka lelet hp ya susah buka aplikasi,Negative
2024-12-14 17:57:59,Safii Safii,1,Cahayah bulan,Cahayah bulan,cahayah bulan,cahayah bulan,"['cahayah', 'bulan']",['cahayah'],cahayah,Positif
2024-12-14 17:57:13,mawar Evana,5,Aplikasi nya sangat bagus dan aku bisa mengenal bnyk orang di aplikasi ini dan ini banyak manfaat nya salah satunya memotifasi dlm belajar dll,Aplikasi nya sangat bagus dan aku bisa mengenal bnyk orang di aplikasi ini dan ini banyak manfaat nya salah satunya memotifasi dlm belajar dll,aplikasi nya sangat bagus dan aku bisa mengenal bnyk orang di aplikasi ini dan ini banyak manfaat nya salah satunya memotifasi dlm belajar dll,aplikasi ya sangat bagus dan aku bisa mengenal banyak orang di aplikasi ini dan ini banyak manfaat ya salah satunya memotifasi dalam belajar dll,"['aplikasi', 'ya', 'sangat', 'bagus', 'dan', 'aku', 'bisa', 'mengenal', 'banyak', 'orang', 'di', 'aplikasi', 'ini', 'dan', 'ini', 'banyak', 'manfaat', 'ya', 'salah', 'satunya', 'memotifasi', 'dalam', 'belajar', 'dll']","['aplikasi', 'ya', 'bagus', 'mengenal', 'orang', 'aplikasi', 'manfaat', 'ya', 'salah', 'satunya', 'memotifasi', 'belajar', 'dll']",aplikasi ya bagus kenal orang aplikasi manfaat ya salah satu memotifasi ajar dll,Negative
2024-12-14 17:56:52,Mill 025,1,masa gada mikrofon aku pke hearphone gabisa gada suaraan,masa gada mikrofon aku pke hearphone gabisa gada suaraan,masa gada mikrofon aku pke hearphone gabisa gada suaraan,masa mikrofon aku pakai hearphone suaraan,"['masa', 'mikrofon', 'aku', 'pakai', 'hearphone', 'suaraan']","['mikrofon', 'pakai', 'hearphone', 'suaraan']",mikrofon pakai hearphone suara,Positif
2024-12-14 17:54:06,Nur zahra Zahra,2,sendat saat membuat audio,sendat saat membuat audio,sendat saat membuat audio,sendat saat membuat audio,"['sendat', 'saat', 'membuat', 'audio']","['sendat', 'audio']",sendat audio,Negative
2024-12-14 17:53:21,Suwarni Warni,5,Saya sangat menyukai aplikasi ini,Saya sangat menyukai aplikasi ini,saya sangat menyukai aplikasi ini,saya sangat menyukai aplikasi ini,"['saya', 'sangat', 'menyukai', 'aplikasi', 'ini']","['menyukai', 'aplikasi']",suka aplikasi,Negative
2024-12-14 17:51:44,Radenjaya Sundo,3,Lemmott,Lemmott,lemmott,lemmott,['lemmott'],['lemmott'],lemmott,Positif
2024-12-14 17:51:23,Muhamad Rafif,1,kenapa cuman stak gak bisa masuk makin cacat,kenapa cuman stak gak bisa masuk makin cacat,kenapa cuman stak gak bisa masuk makin cacat,kenapa cuman stak tidak bisa masuk makin cacat,"['kenapa', 'cuman', 'stak', 'tidak', 'bisa', 'masuk', 'makin', 'cacat']","['cuman', 'stak', 'masuk', 'cacat']",cuman stak masuk cacat,Negative
2024-12-14 17:51:19,Putra Imut,1,B aja,B aja,b aja,b saja,"['b', 'saja']",['b'],b,Negative
2024-12-14 17:51:04,Asih Duwi rahayu,5,aku suka tiktok,aku suka tiktok,aku suka tiktok,aku suka tiktok,"['aku', 'suka', 'tiktok']","['suka', 'tiktok']",suka tiktok,Positif
2024-12-14 17:49:47,Ghefira Shifa,1,"Tolol, aplikasi busuk, banyak bug nya, gabisa dibuka trus harus donlot ulang mulai ulang login akun, tolol, bodoh, dibperbarui ngp anj",Tolol aplikasi busuk banyak bug nya gabisa dibuka trus harus donlot ulang mulai ulang login akun tolol bodoh dibperbarui ngp anj,tolol aplikasi busuk banyak bug nya gabisa dibuka trus harus donlot ulang mulai ulang login akun tolol bodoh dibperbarui ngp anj,tolol aplikasi busuk banyak bug ya dibuka terus harus donlot ulang mulai ulang login akun tolol bodoh dibperbarui mengapa anjing,"['tolol', 'aplikasi', 'busuk', 'banyak', 'bug', 'ya', 'dibuka', 'terus', 'harus', 'donlot', 'ulang', 'mulai', 'ulang', 'login', 'akun', 'tolol', 'bodoh', 'dibperbarui', 'mengapa', 'anjing']","['tolol', 'aplikasi', 'busuk', 'bug', 'ya', 'dibuka', 'donlot', 'ulang', 'ulang', 'login', 'akun', 'tolol', 'bodoh', 'dibperbarui', 'anjing']",tolol aplikasi busuk bug ya buka donlot ulang ulang login akun tolol bodoh dibperbarui anjing,Negative
2024-12-14 17:49:43,Asep Asep,4,Cukup buat hiburan dan pencarian,Cukup buat hiburan dan pencarian,cukup buat hiburan dan pencarian,cukup buat hiburan dan pencarian,"['cukup', 'buat', 'hiburan', 'dan', 'pencarian']","['hiburan', 'pencarian']",hibur cari,Negative
2024-12-14 17:48:41,Revan Irzi obeng,2,apkk jelekk klo masuk nunggunya lama bgttt,apkk jelekk klo masuk nunggunya lama bgttt,apkk jelekk klo masuk nunggunya lama bgttt,apkk jelekk kalau masuk nunggunya lama banget,"['apkk', 'jelekk', 'kalau', 'masuk', 'nunggunya', 'lama', 'banget']","['apkk', 'jelekk', 'masuk', 'nunggunya', 'banget']",apkk jelekk masuk nunggunya banget,Negative
2024-12-14 17:47:45,Mufarridzy Arya,1,"Jika saya menscroll ada video yg sudah saya tonton , suka tiba tiba tepencet pencarian padahal tidak memencetnya, dan bug lain lainnya",Jika saya menscroll ada video yg sudah saya tonton  suka tiba tiba tepencet pencarian padahal tidak memencetnya dan bug lain lainnya,jika saya menscroll ada video yg sudah saya tonton  suka tiba tiba tepencet pencarian padahal tidak memencetnya dan bug lain lainnya,jika saya menscroll ada video yang sudah saya tonton suka tiba tiba tepencet pencarian padahal tidak memencetnya dan bug lain lainnya,"['jika', 'saya', 'menscroll', 'ada', 'video', 'yang', 'sudah', 'saya', 'tonton', 'suka', 'tiba', 'tiba', 'tepencet', 'pencarian', 'padahal', 'tidak', 'memencetnya', 'dan', 'bug', 'lain', 'lainnya']","['menscroll', 'video', 'tonton', 'suka', 'tepencet', 'pencarian', 'memencetnya', 'bug']",menscroll video tonton suka tepencet cari pencet bug,Negative
2024-12-14 17:47:44,Black Svvan,1,Tiktok semakin kesini semakin jelek ...tiba2 kluar sndr dr aplikasi 😤😤😤,Tiktok semakin kesini semakin jelek tiba kluar sndr dr aplikasi ,tiktok semakin kesini semakin jelek tiba kluar sndr dr aplikasi ,tiktok semakin kesini semakin jelek tiba keluar sendiri dari aplikasi,"['tiktok', 'semakin', 'kesini', 'semakin', 'jelek', 'tiba', 'keluar', 'sendiri', 'dari', 'aplikasi']","['tiktok', 'kesini', 'jelek', 'aplikasi']",tiktok kesini jelek aplikasi,Negative
2024-12-14 17:47:33,Aditiya Adiy,3,Apk nya sangat ngebuk dan kadang ada shop nya dan sekarang shop nya hilang dan minta tolo sama pihak tiktok mohon di perbaiki kedepan nya ya trimakasih. Minta tolong ya sama pihak tiktok knp apk tiktok sangat lemot dan kenapa harus lemott lelet..trimakasih.,Apk nya sangat ngebuk dan kadang ada shop nya dan sekarang shop nya hilang dan minta tolo sama pihak tiktok mohon di perbaiki kedepan nya ya trimakasih Minta tolong ya sama pihak tiktok knp apk tiktok sangat lemot dan kenapa harus lemott lelettrimakasih,apk nya sangat ngebuk dan kadang ada shop nya dan sekarang shop nya hilang dan minta tolo sama pihak tiktok mohon di perbaiki kedepan nya ya trimakasih minta tolong ya sama pihak tiktok knp apk tiktok sangat lemot dan kenapa harus lemott lelettrimakasih,apk ya sangat ngebuk dan kadang ada shop ya dan sekarang shop ya hilang dan meminta tolo sama pihak tiktok mohon di perbaiki kedepan ya ya trimakasih meminta tolong ya sama pihak tiktok kenapa apk tiktok sangat lemot dan kenapa harus lemott lelettrimakasih,"['apk', 'ya', 'sangat', 'ngebuk', 'dan', 'kadang', 'ada', 'shop', 'ya', 'dan', 'sekarang', 'shop', 'ya', 'hilang', 'dan', 'meminta', 'tolo', 'sama', 'pihak', 'tiktok', 'mohon', 'di', 'perbaiki', 'kedepan', 'ya', 'ya', 'trimakasih', 'meminta', 'tolong', 'ya', 'sama', 'pihak', 'tiktok', 'kenapa', 'apk', 'tiktok', 'sangat', 'lemot', 'dan', 'kenapa', 'harus', 'lemott', 'lelettrimakasih']","['apk', 'ya', 'ngebuk', 'kadang', 'shop', 'ya', 'shop', 'ya', 'hilang', 'tolo', 'tiktok', 'mohon', 'perbaiki', 'kedepan', 'ya', 'ya', 'trimakasih', 'tolong', 'ya', 'tiktok', 'apk', 'tiktok', 'lemot', 'lemott', 'lelettrimakasih']",apk ya ngebuk kadang shop ya shop ya hilang tolo tiktok mohon baik depan ya ya trimakasih tolong ya tiktok apk tiktok lot lemott lelettrimakasih,Positif
2024-12-14 17:46:47,Binfa Entertainment,1,Saya setiap hari harus hapus instal aplikasi tiktok setiap membuka tiktok selalu keluar sendiri dari aplikasi,Saya setiap hari harus hapus instal aplikasi tiktok setiap membuka tiktok selalu keluar sendiri dari aplikasi,saya setiap hari harus hapus instal aplikasi tiktok setiap membuka tiktok selalu keluar sendiri dari aplikasi,saya setiap hari harus hapus instal aplikasi tiktok setiap membuka tiktok selalu keluar sendiri dari aplikasi,"['saya', 'setiap', 'hari', 'harus', 'hapus', 'instal', 'aplikasi', 'tiktok', 'setiap', 'membuka', 'tiktok', 'selalu', 'keluar', 'sendiri', 'dari', 'aplikasi']","['hapus', 'instal', 'aplikasi', 'tiktok', 'membuka', 'tiktok', 'aplikasi']",hapus instal aplikasi tiktok buka tiktok aplikasi,Negative
2024-12-14 17:46:26,Rizky ananda Nur Haikal,1,"Belum juga 1 minggu,tiktok ku gk bisa di buka saya gk ngapa ngapain tapi kok bisa begitu?!",Belum juga  minggutiktok ku gk bisa di buka saya gk ngapa ngapain tapi kok bisa begitu,belum juga  minggutiktok ku gk bisa di buka saya gk ngapa ngapain tapi kok bisa begitu,belum juga minggutiktok ku tidak bisa di buka saya tidak ngapa mengapai tapi kok bisa begitu,"['belum', 'juga', 'minggutiktok', 'ku', 'tidak', 'bisa', 'di', 'buka', 'saya', 'tidak', 'ngapa', 'mengapai', 'tapi', 'kok', 'bisa', 'begitu']","['minggutiktok', 'ku', 'buka', 'ngapa', 'mengapai']",minggutiktok ku buka ngapa kapai,Positif
2024-12-14 17:46:19,Ica Fatisha,5,Karena sangat seru,Karena sangat seru,karena sangat seru,karena sangat seru,"['karena', 'sangat', 'seru']",['seru'],seru,Negative
2024-12-14 17:44:52,Edi Ediwer,5,edi ediweredi,edi ediweredi,edi ediweredi,edi ediweredi,"['edi', 'ediweredi']","['edi', 'ediweredi']",edi ediweredi,Positif
2024-12-14 17:43:51,Eko Saryanto,5,Mantap bos ku,Mantap bos ku,mantap bos ku,mantap bos ku,"['mantap', 'bos', 'ku']","['mantap', 'bos', 'ku']",mantap bos ku,Positif
2024-12-14 17:43:44,Nazila Octaviani,5,Seru bagus,Seru bagus,seru bagus,seru bagus,"['seru', 'bagus']","['seru', 'bagus']",seru bagus,Negative
2024-12-14 17:42:52,uda Ngah,5,bagus cuman tetap lagging dikit aja,bagus cuman tetap lagging dikit aja,bagus cuman tetap lagging dikit aja,bagus cuman tetap lagging dikit saja,"['bagus', 'cuman', 'tetap', 'lagging', 'dikit', 'saja']","['bagus', 'cuman', 'lagging', 'dikit']",bagus cuman lagging dikit,Negative
2024-12-14 17:41:20,Yoga Aldiansyah,1,"KALO NGASI TUTOR TUH YANG KUMPLIT DONG!!! MASALAH PREMIUM ATAU NGGA NYA, KASIAN CEWE GW UDA NGETIK PANJANG LEBAR ENDINGNYA HARUS BERBAYAR!!!!!😡😡😡😡",KALO NGASI TUTOR TUH YANG KUMPLIT DONG MASALAH PREMIUM ATAU NGGA NYA KASIAN CEWE GW UDA NGETIK PANJANG LEBAR ENDINGNYA HARUS BERBAYAR,kalo ngasi tutor tuh yang kumplit dong masalah premium atau ngga nya kasian cewe gw uda ngetik panjang lebar endingnya harus berbayar,kalau mengasih tutor tuh yang kumplit dong masalah premium atau tidak ya kasihan cewek gue sudah mengetik panjang lebar endingnya harus berbayar,"['kalau', 'mengasih', 'tutor', 'tuh', 'yang', 'kumplit', 'dong', 'masalah', 'premium', 'atau', 'tidak', 'ya', 'kasihan', 'cewek', 'gue', 'sudah', 'mengetik', 'panjang', 'lebar', 'endingnya', 'harus', 'berbayar']","['mengasih', 'tutor', 'tuh', 'kumplit', 'premium', 'ya', 'kasihan', 'cewek', 'gue', 'mengetik', 'lebar', 'endingnya', 'berbayar']",asih tutor tuh kumplit premium ya kasihan cewek gue etik lebar endingnya bayar,Positif
2024-12-14 17:40:48,Ari Solihah,5,Karena seru,Karena seru,karena seru,karena seru,"['karena', 'seru']",['seru'],seru,Positif
2024-12-14 17:39:51,yuliamgrtaa,1,sering bug gabisa buka apk,sering bug gabisa buka apk,sering bug gabisa buka apk,sering bug buka apk,"['sering', 'bug', 'buka', 'apk']","['bug', 'buka', 'apk']",bug buka apk,Negative
2024-12-14 17:38:19,Sasa Sasa,1,Bug,Bug,bug,bug,['bug'],['bug'],bug,Positif
2024-12-14 17:36:07,bemz,2,yaa Allah cape banget harus uninstall aplikasi sama download lagi aplikasinya kenapa sih kalau di pencet susah amat,yaa Allah cape banget harus uninstall aplikasi sama download lagi aplikasinya kenapa sih kalau di pencet susah amat,yaa allah cape banget harus uninstall aplikasi sama download lagi aplikasinya kenapa sih kalau di pencet susah amat,ya allah capek banget harus uninstall aplikasi sama download lagi aplikasinya kenapa sih kalau di pencet susah amat,"['ya', 'allah', 'capek', 'banget', 'harus', 'uninstall', 'aplikasi', 'sama', 'download', 'lagi', 'aplikasinya', 'kenapa', 'sih', 'kalau', 'di', 'pencet', 'susah', 'amat']","['ya', 'allah', 'capek', 'banget', 'uninstall', 'aplikasi', 'download', 'aplikasinya', 'sih', 'pencet', 'susah']",ya allah capek banget uninstall aplikasi download aplikasi sih pencet susah,Negative
2024-12-14 17:35:34,Husna Abidah,5,Sangat seru dan ada jj nya,Sangat seru dan ada jj nya,sangat seru dan ada jj nya,sangat seru dan ada jj ya,"['sangat', 'seru', 'dan', 'ada', 'jj', 'ya']","['seru', 'jj', 'ya']",seru jj ya,Positif
2024-12-14 17:32:24,Rynn Khaizure,1,"ga bisa dibuka heran, stuck dilogo doang",ga bisa dibuka heran stuck dilogo doang,ga bisa dibuka heran stuck dilogo doang,tidak bisa dibuka heran stuck dilogo doang,"['tidak', 'bisa', 'dibuka', 'heran', 'stuck', 'dilogo', 'doang']","['dibuka', 'heran', 'stuck', 'dilogo', 'doang']",buka heran stuck logo doang,Negative
2024-12-14 17:30:39,Agung Nugraha,5,Bagus apliksinya asalamualaikum,Bagus apliksinya asalamualaikum,bagus apliksinya asalamualaikum,bagus apliksinya asalamualaikum,"['bagus', 'apliksinya', 'asalamualaikum']","['bagus', 'apliksinya', 'asalamualaikum']",bagus apliksinya asalamualaikum,Positif
2024-12-14 17:30:17,mas fa,5,Karena vidio yang sangat bagus,Karena vidio yang sangat bagus,karena vidio yang sangat bagus,karena vidio yang sangat bagus,"['karena', 'vidio', 'yang', 'sangat', 'bagus']","['vidio', 'bagus']",vidio bagus,Negative
2024-12-14 17:29:21,Nurma Lida,5,Nonton yg seru bagus bisa Poto bisa bikin minivolok bikin konten chat respon ke orang lain bisa nonton video bikin Vidio dan sabagai nya,Nonton yg seru bagus bisa Poto bisa bikin minivolok bikin konten chat respon ke orang lain bisa nonton video bikin Vidio dan sabagai nya,nonton yg seru bagus bisa poto bisa bikin minivolok bikin konten chat respon ke orang lain bisa nonton video bikin vidio dan sabagai nya,menonton yang seru bagus bisa poto bisa bikin minivolok bikin konten chat respon ke orang lain bisa menonton video bikin vidio dan sabagai ya,"['menonton', 'yang', 'seru', 'bagus', 'bisa', 'poto', 'bisa', 'bikin', 'minivolok', 'bikin', 'konten', 'chat', 'respon', 'ke', 'orang', 'lain', 'bisa', 'menonton', 'video', 'bikin', 'vidio', 'dan', 'sabagai', 'ya']","['menonton', 'seru', 'bagus', 'poto', 'bikin', 'minivolok', 'bikin', 'konten', 'chat', 'respon', 'orang', 'menonton', 'video', 'bikin', 'vidio', 'sabagai', 'ya']",tonton seru bagus poto bikin minivolok bikin konten chat respon orang tonton video bikin vidio sabagai ya,Positif
2024-12-14 17:29:17,Ande Lintang,1,Apk ngebak tidak bisa di buka.... Glblk,Apk ngebak tidak bisa di buka Glblk,apk ngebak tidak bisa di buka glblk,apk ngebak tidak bisa di buka glblk,"['apk', 'ngebak', 'tidak', 'bisa', 'di', 'buka', 'glblk']","['apk', 'ngebak', 'buka', 'glblk']",apk ngebak buka glblk,Positif
2024-12-14 17:29:07,Dek Agnes,1,Karna lemot aku gak suka,Karna lemot aku gak suka,karna lemot aku gak suka,karena lemot aku tidak suka,"['karena', 'lemot', 'aku', 'tidak', 'suka']","['lemot', 'suka']",lot suka,Negative
2024-12-14 17:28:40,Riyanti Yanti,1,"sorry,, tapi ini keterlaluan banget,, bug nya itu lohh bikin geleng kepala. Ga aku rekomendasikan pake apk ini,, mending apk sebelah.",sorry tapi ini keterlaluan banget bug nya itu lohh bikin geleng kepala Ga aku rekomendasikan pake apk ini mending apk sebelah,sorry tapi ini keterlaluan banget bug nya itu lohh bikin geleng kepala ga aku rekomendasikan pake apk ini mending apk sebelah,sorry tapi ini keterlaluan banget bug ya itu loh bikin geleng kepala tidak aku rekomendasikan pakai apk ini mending apk sebelah,"['sorry', 'tapi', 'ini', 'keterlaluan', 'banget', 'bug', 'ya', 'itu', 'loh', 'bikin', 'geleng', 'kepala', 'tidak', 'aku', 'rekomendasikan', 'pakai', 'apk', 'ini', 'mending', 'apk', 'sebelah']","['sorry', 'banget', 'bug', 'ya', 'loh', 'bikin', 'geleng', 'kepala', 'rekomendasikan', 'pakai', 'apk', 'mending', 'apk', 'sebelah']",sorry banget bug ya loh bikin geleng kepala rekomendasi pakai apk mending apk belah,Negative
2024-12-14 17:27:27,Azka Zaina Humairah,1,"TOLONG PERBAIKI, SAYA DOWNLOAD SEHARI EH BESOK NYA GABISA DI BUKA KAYA BEGITU TERUS SETIAP HARI!!!! PERBAIKI LAGI 🆙🆙",TOLONG PERBAIKI SAYA DOWNLOAD SEHARI EH BESOK NYA GABISA DI BUKA KAYA BEGITU TERUS SETIAP HARI PERBAIKI LAGI ,tolong perbaiki saya download sehari eh besok nya gabisa di buka kaya begitu terus setiap hari perbaiki lagi ,tolong perbaiki saya download sehari eh besok ya di buka kayak begitu terus setiap hari perbaiki lagi,"['tolong', 'perbaiki', 'saya', 'download', 'sehari', 'eh', 'besok', 'ya', 'di', 'buka', 'kayak', 'begitu', 'terus', 'setiap', 'hari', 'perbaiki', 'lagi']","['tolong', 'perbaiki', 'download', 'sehari', 'eh', 'besok', 'ya', 'buka', 'kayak', 'perbaiki']",tolong baik download hari eh besok ya buka kayak baik,Negative
2024-12-14 17:26:20,Heri Kisworo,5,Aplikasinya bagus enteng,Aplikasinya bagus enteng,aplikasinya bagus enteng,aplikasinya bagus enteng,"['aplikasinya', 'bagus', 'enteng']","['aplikasinya', 'bagus', 'enteng']",aplikasi bagus enteng,Negative
2024-12-14 17:24:12,YOYO STARS,4,sedikit update untuk aplikasi nya karena kelihatan harus punya alat alat seperti music dan sebagainya jayalah terus untuk tiktok makin meningkat,sedikit update untuk aplikasi nya karena kelihatan harus punya alat alat seperti music dan sebagainya jayalah terus untuk tiktok makin meningkat,sedikit update untuk aplikasi nya karena kelihatan harus punya alat alat seperti music dan sebagainya jayalah terus untuk tiktok makin meningkat,sedikit update untuk aplikasi ya karena kelihatan harus punya alat alat seperti music dan sebagainya jayalah terus untuk tiktok makin meningkat,"['sedikit', 'update', 'untuk', 'aplikasi', 'ya', 'karena', 'kelihatan', 'harus', 'punya', 'alat', 'alat', 'seperti', 'music', 'dan', 'sebagainya', 'jayalah', 'terus', 'untuk', 'tiktok', 'makin', 'meningkat']","['update', 'aplikasi', 'ya', 'alat', 'alat', 'music', 'jayalah', 'tiktok', 'meningkat']",update aplikasi ya alat alat music jaya tiktok tingkat,Positif
2024-12-14 17:24:01,Fitri Oktavia,1,suka bug terus.,suka bug terus,suka bug terus,suka bug terus,"['suka', 'bug', 'terus']","['suka', 'bug']",suka bug,Positif
2024-12-14 17:23:51,Nasya Laela,1,"JELEK BGT SKRG TIKTOK, GABISA DIBUKA MULU HARUS DI UNINSTALL MASA 2 HARI SEKALI INSTAL ULANG TERUS. JGN MENTANG² LO LG JD APLIKASI TERFAVORIT YA TIKTOK JELEK",JELEK BGT SKRG TIKTOK GABISA DIBUKA MULU HARUS DI UNINSTALL MASA  HARI SEKALI INSTAL ULANG TERUS JGN MENTANG LO LG JD APLIKASI TERFAVORIT YA TIKTOK JELEK,jelek bgt skrg tiktok gabisa dibuka mulu harus di uninstall masa  hari sekali instal ulang terus jgn mentang lo lg jd aplikasi terfavorit ya tiktok jelek,jelek banget sekarang tiktok dibuka mulu harus di uninstall masa hari sekali instal ulang terus jangan mentang lo lagi jadi aplikasi terfavorit ya tiktok jelek,"['jelek', 'banget', 'sekarang', 'tiktok', 'dibuka', 'mulu', 'harus', 'di', 'uninstall', 'masa', 'hari', 'sekali', 'instal', 'ulang', 'terus', 'jangan', 'mentang', 'lo', 'lagi', 'jadi', 'aplikasi', 'terfavorit', 'ya', 'tiktok', 'jelek']","['jelek', 'banget', 'tiktok', 'dibuka', 'mulu', 'uninstall', 'instal', 'ulang', 'mentang', 'lo', 'aplikasi', 'terfavorit', 'ya', 'tiktok', 'jelek']",jelek banget tiktok buka mulu uninstall instal ulang mentang lo aplikasi favorit ya tiktok jelek,Negative
2024-12-14 17:23:45,Ayu Deasy anggraini,5,Kenapa ya setap buka tik tok ini GK bisa hp hang trus,Kenapa ya setap buka tik tok ini GK bisa hp hang trus,kenapa ya setap buka tik tok ini gk bisa hp hang trus,kenapa ya setap buka tik tok ini tidak bisa hp hang terus,"['kenapa', 'ya', 'setap', 'buka', 'tik', 'tok', 'ini', 'tidak', 'bisa', 'hp', 'hang', 'terus']","['ya', 'setap', 'buka', 'tik', 'tok', 'hp', 'hang']",ya tap buka tik tok hp hang,Positif
2024-12-14 17:23:41,Yori Bor,5,I LIVE.,I LIVE,i live,i live,"['i', 'live']","['i', 'live']",i live,Positif
2024-12-14 17:23:09,Raditya Aldiansyah,1,Susah di download nya ga Ter install install,Susah di download nya ga Ter install install,susah di download nya ga ter install install,susah di download ya tidak ter install install,"['susah', 'di', 'download', 'ya', 'tidak', 'ter', 'install', 'install']","['susah', 'download', 'ya', 'ter', 'install', 'install']",susah download ya ter install install,Negative
2024-12-14 17:23:07,Dewa Kusuma,5,kocak,kocak,kocak,kocak,['kocak'],['kocak'],kocak,Negative
2024-12-14 17:23:04,Muklis Gajah,2,kenapa akun tiktok saya tidak ada fitur tokobya,kenapa akun tiktok saya tidak ada fitur tokobya,kenapa akun tiktok saya tidak ada fitur tokobya,kenapa akun tiktok saya tidak ada fitur tokobya,"['kenapa', 'akun', 'tiktok', 'saya', 'tidak', 'ada', 'fitur', 'tokobya']","['akun', 'tiktok', 'fitur', 'tokobya']",akun tiktok fitur tokobya,Positif
2024-12-14 17:22:39,Zadid Taqwa,4,Kerenn sekalii,Kerenn sekalii,kerenn sekalii,keren sekali,"['keren', 'sekali']",['keren'],keren,Negative
2024-12-14 17:22:26,Ribby Nur halizah,3,kdng ga bisa di buka harus donlod lgi,kdng ga bisa di buka harus donlod lgi,kdng ga bisa di buka harus donlod lgi,kadang tidak bisa di buka harus donlod lagi,"['kadang', 'tidak', 'bisa', 'di', 'buka', 'harus', 'donlod', 'lagi']","['kadang', 'buka', 'donlod']",kadang buka donlod,Positif
