,userName,rating,at,comment
933,Beny Exposto,5,2024-06-03 08:37:25,"Sangat baik, Saya suka dengat apk ini"
934,LeoNardo Arouju,4,2024-06-03 05:28:14,Menyala
935,Arip Bh,4,2024-06-03 03:06:15,Minta buka pidio tiktokania
936,Oppo Hai,2,2024-06-03 00:44:05,Kamera tik tok suka ilang
937,Axial Hunter,2,2024-06-02 22:39:32,Ngelag...udah itu aja
938,Leonito Da costa,5,2024-06-02 15:55:16,Keren
939,Suri ana,1,2024-06-02 15:36:31,Makin hari makin sakit hati ini sama TIKTOK ngk kayak biasa sinyal nya bagus ini semakin di update makin gergetan 😈
940,Bi zel,2,2024-06-02 14:39:46,Apk ini baik karena bisa memberi hiburan untuk kita😘
941,David Falentino,5,2024-06-02 11:56:31,Kerena suka ahah
942,Arraffa Nia,4,2024-06-02 10:59:25,plesee tiktok shop ya ganti yg indonesia
943,Oman,5,2024-06-02 09:17:54,Oky
944,Marcelino Amaral,5,2024-06-02 04:52:29,Rey-2006🎊
945,Hayati Hayati,2,2024-06-02 03:56:12,Saya kasih bintang 3 dulu ya
946,Sholeh Muharam,5,2024-06-02 00:43:49,"Semoga tambah bagus vitur"" tiktok"
947,Khalysta samsung,1,2024-06-01 23:54:02,"Apalah tik tok nih dikit"" hapus dikit"" hapus cmn blg ""tinggi ku 162"" di komen di hapus bikin video di hapus gajelas sok ketat panduan komunitas apalah gajelas bgt bikin org emosi aja udh cape ngedit video trus di hps sma tik tok"
948,Hake Hub,5,2024-06-01 21:41:37,Knp di saya kagak ada fto yg bisa di geser
949,Betu Sylva,5,2024-06-01 20:45:28,Saya suka
950,Hafsah Moh,5,2024-06-01 20:32:56,Ok
951,Gendhut Ryd New,5,2024-06-01 18:31:24,Mantab
952,Noel Nandes,5,2024-06-01 14:43:31,bagus
953,Baìzid Ali,3,2024-06-01 11:59:41,3 m8 n?ñomķkkkkkķkmm
954,Zainurisudali Zainurisudali,1,2024-06-01 11:57:40,"Akun lama saya hilang, Saya sudah lihat caranya di youtube, tik tok tetap gak bisa"
955,Abdulrahman YAHYA,5,2024-06-01 00:16:44,Lelet bnget
956,Mbhek Genk,1,2024-05-31 21:49:40,Mulai ditinggal pengguna
957,Zahira Lestari,5,2024-05-31 14:28:23,Love
958,amamiya kyoudai,5,2024-05-31 04:09:24,good😎
959,Dira Rindiantika,5,2024-05-31 00:50:46,Good
960,Anton Gomes,5,2024-05-30 21:16:37,Bagus banyak teman
961,Yance Lai,3,2024-05-30 20:57:47,Sangat baguss
962,Rizal Ajja,5,2024-05-30 20:24:48,Keren banget
963,Riz SEtarboy,5,2024-05-30 10:53:16,Saya uciha aplikasi ini sangat cocok untuk tobrut
964,fernanda dejesus,5,2024-05-30 08:06:37,Saya sangat suka tiktok. Karna kita bisa bikin live. Kita bisa buat konten 😬😍
965,gomes Bere lori,5,2024-05-30 06:04:26,apliksi nya menghibur aku suka bngt tapi knp akun aku tiba tiba di blokir sama tiktok😔😔😔😔😔😔😔😔😔😔😔😔
966,Asad Sadat,5,2024-05-29 15:07:58,عالی اس
967,Chris Baker,4,2024-05-29 08:05:21,BAGUS BGTTTT
968,Anisa Suryana,4,2024-05-28 23:43:45,Mantaaf
969,Rainhapinto05,2,2024-05-28 22:52:37,aplikasi nya bagus sihh tapi buat simpan vidie ko susah
970,Hera Wati,5,2024-05-28 20:54:41,sangat bagus
971,Yulita 78,5,2024-05-28 19:34:55,Jelek
972,Hermina Sedhi,5,2024-05-28 18:31:31,Keren
973,Floriana Maria pirez,5,2024-05-28 18:29:04,Tiktok nya bagus tapi lama padahal ga macet jaringan nya🙄
974,Andria Setiajaya,1,2024-05-28 17:25:21,"Gagara tiktok live banyak yg selingkuh,,"
975,Etelvina da Cruz,4,2024-05-28 15:21:29,Karena saya bisa belajar tentang apa itu tiktok
976,Jofilson Correa,5,2024-05-28 13:06:02,Saya tidak ada komen semuanya just perfect
977,Natalino De jesus,5,2024-05-28 10:04:38,Tolong tambakan lokasi Nia
978,HusenAlMastrip 081934686132,5,2024-05-28 04:24:13,Buat hiburan
979,Sana Sadat,5,2024-05-28 01:27:42,عالی اس
980,Kayla Azahra,5,2024-05-27 20:38:41,Sangat bagus
981,Dadang Tea,5,2024-05-27 15:46:25,tik tok
982,Eti Roh,5,2024-05-27 12:56:32,all ini bagus
983,Farjana Amin,5,2024-05-26 18:09:16,Mimfarjana
984,Molia Yama,5,2024-05-26 17:10:28,Wow keren
985,Mutiara Salsabila,5,2024-05-26 11:10:25,Menyala abang kuhhhh🔥🔥🔥
986,iis official,5,2024-05-26 09:37:05,ga bisa live komal rugi banget sumpah tolong dong perbaiki tiktok buat yg di negaraku sekarang kalo tiktok bikin nyaman kami jg semakin senang dan gakan sungkan terus mensuport nya
987,Hendra Permana,5,2024-05-26 09:24:42,Aku suka sama tiktok😁😁😁😆
988,Halokontol,1,2024-05-25 21:30:22,Konten motor di banned konten cewe goyang hot di biarin awokawokk
989,elinda fitri,3,2024-05-25 11:12:18,Kenapa baru download akun dibatasi 🤦🤦koinNya gak bisa di tarik
990,taleem khan,5,2024-05-25 02:13:12,mkhan
991,Roblox Angel,1,2024-05-25 01:11:04,"In this application, it seems like people's comments are very sensitive and toxic It's as if it was just left without being followed up... A small example of quarrels between races, ethnicities, differences between countries and even religions has become a joke... not only that, some accounts that have vulgar photo profiles are also not followed up..Please TikTok to tighten the image word filter in the application for the sake of morals, order and harmony between communities 🙏🏼🙏🏼"
992,Izzaku,1,2024-05-24 20:31:30,Kenapa setiap aku komen selalu hilang???? Sampai kapan komentarku dihilangin???
993,Etha Perreira,5,2024-05-24 18:59:41,Bagusss
994,Aldjirasulastrimissa,5,2024-05-24 18:21:17,♥️
995,Ersyuassis Didi,5,2024-05-24 17:14:41,Aplikasaun ne'e di'ak tamba bele hodi buka osan
996,Elly Matos,3,2024-05-24 12:48:32,😭
997,Asep Waellah,5,2024-05-24 04:30:02,Keren
998,Gabut Akun,1,2024-05-24 00:50:52,Akun saya di blok tampa sebat nama tiktok ku Sapa__111
999,Radia Ksa,5,2024-05-24 00:50:46,Shukran
